"sobjectName","sobjectLabel","name","label","type","length","nillable","referenceTo","relationshipName","unique","updateable","inlineHelpText","picklistValues","externalId"
"vlocity_ins__RemoteUrlTemplate__c","Remote URL Template","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RemoteUrlTemplate__c","Remote URL Template","Name","Name","string",38,false,"[]",,false,true,,"[]",false
"vlocity_ins__RemoteUrlTemplate__c","Remote URL Template","SetupOwnerId","Location","reference",18,true,"[""Organization"",""Profile"",""User""]","SetupOwner",false,true,,"[]",false
"vlocity_ins__RemoteUrlTemplate__c","Remote URL Template","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RemoteUrlTemplate__c","Remote URL Template","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__RemoteUrlTemplate__c","Remote URL Template","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RemoteUrlTemplate__c","Remote URL Template","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__RemoteUrlTemplate__c","Remote URL Template","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RemoteUrlTemplate__c","Remote URL Template","vlocity_ins__Parameters__c","Parameters","string",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__RemoteUrlTemplate__c","Remote URL Template","vlocity_ins__URL__c","URL","string",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","vlocity_ins__RuleId__c","Rule","reference",18,true,"[""vlocity_ins__Rule__c""]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","vlocity_ins__CalculationProcedureId__c","Calculation Procedure","reference",18,true,"[""vlocity_ins__CalculationProcedure__c""]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","vlocity_ins__EntityFilterId__c","Entity Filter","reference",18,true,"[""vlocity_ins__EntityFilter__c""]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","vlocity_ins__Index__c","Index","double",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","vlocity_ins__OfferingProcedureId__c","Offering Procedure","reference",18,true,"[""vlocity_ins__OfferingProcedure__c""]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","vlocity_ins__ProductConfigurationProcedureId__c","Product Configuration Procedure","reference",18,true,"[""vlocity_ins__ProductConfigurationProcedure__c""]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","vlocity_ins__ProductConfigurationProcedureProductId__c","ProductConfigurationProcedureProductId","string",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","vlocity_ins__ProductRelationshipId__c","Product Relationship","reference",18,true,"[""vlocity_ins__ProductRelationship__c""]",,false,false,,"[]",false
"vlocity_ins__RuleAction__ChangeEvent","Change Event: Vlocity Rule Action","vlocity_ins__ProductRelationshipParentId__c","ProductRelationshipParentId","string",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","Id","Record ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","Name","Rule Action Name","string",80,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","vlocity_ins__RuleId__c","Rule","reference",18,false,"[""vlocity_ins__Rule__c""]","vlocity_ins__RuleId__r",false,false,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","vlocity_ins__CalculationProcedureId__c","Calculation Procedure","reference",18,true,"[""vlocity_ins__CalculationProcedure__c""]","vlocity_ins__CalculationProcedureId__r",false,true,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","vlocity_ins__EntityFilterId__c","Entity Filter","reference",18,true,"[""vlocity_ins__EntityFilter__c""]","vlocity_ins__EntityFilterId__r",false,true,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","vlocity_ins__Index__c","Index","double",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","vlocity_ins__OfferingProcedureId__c","Offering Procedure","reference",18,true,"[""vlocity_ins__OfferingProcedure__c""]","vlocity_ins__OfferingProcedureId__r",false,true,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","vlocity_ins__ProductConfigurationProcedureId__c","Product Configuration Procedure","reference",18,true,"[""vlocity_ins__ProductConfigurationProcedure__c""]","vlocity_ins__ProductConfigurationProcedureId__r",false,true,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","vlocity_ins__ProductConfigurationProcedureProductId__c","ProductConfigurationProcedureProductId","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","vlocity_ins__ProductRelationshipId__c","Product Relationship","reference",18,true,"[""vlocity_ins__ProductRelationship__c""]","vlocity_ins__ProductRelationshipId__r",false,true,,"[]",false
"vlocity_ins__RuleAction__c","Vlocity Rule Action","vlocity_ins__ProductRelationshipParentId__c","ProductRelationshipParentId","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__ChangeEvent","Change Event: Vlocity Rule Assignment","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__ChangeEvent","Change Event: Vlocity Rule Assignment","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__ChangeEvent","Change Event: Vlocity Rule Assignment","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__ChangeEvent","Change Event: Vlocity Rule Assignment","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__ChangeEvent","Change Event: Vlocity Rule Assignment","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__ChangeEvent","Change Event: Vlocity Rule Assignment","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__ChangeEvent","Change Event: Vlocity Rule Assignment","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__ChangeEvent","Change Event: Vlocity Rule Assignment","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__ChangeEvent","Change Event: Vlocity Rule Assignment","vlocity_ins__RuleId__c","Vlocity Rule","reference",18,true,"[""vlocity_ins__Rule__c""]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__ChangeEvent","Change Event: Vlocity Rule Assignment","vlocity_ins__HeaderId__c","HeaderId","string",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__ChangeEvent","Change Event: Vlocity Rule Assignment","vlocity_ins__ObjectId__c","Object Id","string",18,true,"[]",,false,false,,"[]",true
"vlocity_ins__RuleAssignment__ChangeEvent","Change Event: Vlocity Rule Assignment","vlocity_ins__RuleType__c","Rule Type","string",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__c","Vlocity Rule Assignment","Id","Record ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__c","Vlocity Rule Assignment","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__c","Vlocity Rule Assignment","Name","Name","string",80,true,"[]",,false,true,,"[]",false
"vlocity_ins__RuleAssignment__c","Vlocity Rule Assignment","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__c","Vlocity Rule Assignment","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__RuleAssignment__c","Vlocity Rule Assignment","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__c","Vlocity Rule Assignment","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__RuleAssignment__c","Vlocity Rule Assignment","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__c","Vlocity Rule Assignment","vlocity_ins__RuleId__c","Vlocity Rule","reference",18,false,"[""vlocity_ins__Rule__c""]","vlocity_ins__RuleId__r",false,false,,"[]",false
"vlocity_ins__RuleAssignment__c","Vlocity Rule Assignment","vlocity_ins__HeaderId__c","HeaderId","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleAssignment__c","Vlocity Rule Assignment","vlocity_ins__ObjectId__c","Object Id","string",18,true,"[]",,false,true,,"[]",true
"vlocity_ins__RuleAssignment__c","Vlocity Rule Assignment","vlocity_ins__RuleType__c","Rule Type","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__ChangeEvent","Change Event: Vlocity Rule Filter","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__ChangeEvent","Change Event: Vlocity Rule Filter","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__ChangeEvent","Change Event: Vlocity Rule Filter","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__ChangeEvent","Change Event: Vlocity Rule Filter","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__ChangeEvent","Change Event: Vlocity Rule Filter","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__ChangeEvent","Change Event: Vlocity Rule Filter","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__ChangeEvent","Change Event: Vlocity Rule Filter","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__ChangeEvent","Change Event: Vlocity Rule Filter","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__ChangeEvent","Change Event: Vlocity Rule Filter","vlocity_ins__RuleId__c","Rule","reference",18,true,"[""vlocity_ins__Rule__c""]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__ChangeEvent","Change Event: Vlocity Rule Filter","vlocity_ins__ActionTaken__c","Action Taken","picklist",255,true,"[]",,false,false,,"[""Policy Action"",""No Action"",""Qualify"",""Do Not Qualify""]",false
"vlocity_ins__RuleFilter__ChangeEvent","Change Event: Vlocity Rule Filter","vlocity_ins__ContextActionId__c","Context Action","reference",18,true,"[""vlocity_ins__ContextAction__c""]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__ChangeEvent","Change Event: Vlocity Rule Filter","vlocity_ins__EntityFilterId__c","Entity Filter","reference",18,true,"[""vlocity_ins__EntityFilter__c""]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__ChangeEvent","Change Event: Vlocity Rule Filter","vlocity_ins__Index__c","Index","double",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__ChangeEvent","Change Event: Vlocity Rule Filter","vlocity_ins__Sequence__c","Sequence","double",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__c","Vlocity Rule Filter","Id","Record ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__c","Vlocity Rule Filter","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__c","Vlocity Rule Filter","Name","Rule Filter Name","string",80,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__c","Vlocity Rule Filter","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__c","Vlocity Rule Filter","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__RuleFilter__c","Vlocity Rule Filter","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__c","Vlocity Rule Filter","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__RuleFilter__c","Vlocity Rule Filter","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleFilter__c","Vlocity Rule Filter","vlocity_ins__RuleId__c","Rule","reference",18,false,"[""vlocity_ins__Rule__c""]","vlocity_ins__RuleId__r",false,false,,"[]",false
"vlocity_ins__RuleFilter__c","Vlocity Rule Filter","vlocity_ins__ActionTaken__c","Action Taken","picklist",255,true,"[]",,false,true,,"[""Policy Action"",""No Action"",""Qualify"",""Do Not Qualify""]",false
"vlocity_ins__RuleFilter__c","Vlocity Rule Filter","vlocity_ins__ContextActionId__c","Context Action","reference",18,true,"[""vlocity_ins__ContextAction__c""]","vlocity_ins__ContextActionId__r",false,true,,"[]",false
"vlocity_ins__RuleFilter__c","Vlocity Rule Filter","vlocity_ins__EntityFilterId__c","Entity Filter","reference",18,true,"[""vlocity_ins__EntityFilter__c""]","vlocity_ins__EntityFilterId__r",false,true,,"[]",false
"vlocity_ins__RuleFilter__c","Vlocity Rule Filter","vlocity_ins__Index__c","Index","double",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__RuleFilter__c","Vlocity Rule Filter","vlocity_ins__Sequence__c","Sequence","double",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__RuleProperty__ChangeEvent","Change Event: Screening Rule Property","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__ChangeEvent","Change Event: Screening Rule Property","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__ChangeEvent","Change Event: Screening Rule Property","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__ChangeEvent","Change Event: Screening Rule Property","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__ChangeEvent","Change Event: Screening Rule Property","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__ChangeEvent","Change Event: Screening Rule Property","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__ChangeEvent","Change Event: Screening Rule Property","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__ChangeEvent","Change Event: Screening Rule Property","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__ChangeEvent","Change Event: Screening Rule Property","vlocity_ins__ScreeningRuleId__c","Screening Rule","reference",18,true,"[""vlocity_ins__ScreeningRule__c""]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__ChangeEvent","Change Event: Screening Rule Property","vlocity_ins__DefaultValue__c","Default Value","string",255,true,"[]",,false,false,"A static value which will be compared to the values on all incoming Applications during the screening process.","[]",false
"vlocity_ins__RuleProperty__ChangeEvent","Change Event: Screening Rule Property","vlocity_ins__PropertyType__c","Property Type","picklist",255,true,"[]",,false,false,,"[""Boolean"",""Date"",""Datetime"",""Decimal"",""Double"",""ID"",""Integer"",""List<Boolean>"",""List<String>"",""Long"",""Object"",""String"",""Map<String, String>"",""Map<String, Boolean>"",""List<Decimal>""]",false
"vlocity_ins__RuleProperty__History","History: Screening Rule Property","Id","Entity History ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__History","History: Screening Rule Property","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__History","History: Screening Rule Property","ParentId","Parent ID","reference",18,false,"[""vlocity_ins__RuleProperty__c""]","Parent",false,false,,"[]",false
"vlocity_ins__RuleProperty__History","History: Screening Rule Property","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__RuleProperty__History","History: Screening Rule Property","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__History","History: Screening Rule Property","Field","Changed Field","picklist",255,false,"[]",,false,false,,"[""Created."",""Default Value"",""Feed event"",""Individual Merged"",""Owner (Accepted)"",""Owner (Assignment)"",""Property Name"",""Property Type"",""Record locked."",""Record unlocked."",""Screening Rule""]",false
"vlocity_ins__RuleProperty__History","History: Screening Rule Property","DataType","Datatype","picklist",40,true,"[]",,false,false,,"[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",false
"vlocity_ins__RuleProperty__History","History: Screening Rule Property","OldValue","Old Value","anyType",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__History","History: Screening Rule Property","NewValue","New Value","anyType",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__c","Screening Rule Property","Id","Record ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__c","Screening Rule Property","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__c","Screening Rule Property","Name","Property Name","string",80,true,"[]",,false,true,,"[]",false
"vlocity_ins__RuleProperty__c","Screening Rule Property","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__c","Screening Rule Property","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__RuleProperty__c","Screening Rule Property","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__c","Screening Rule Property","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__RuleProperty__c","Screening Rule Property","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__c","Screening Rule Property","LastActivityDate","Last Activity Date","date",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleProperty__c","Screening Rule Property","vlocity_ins__ScreeningRuleId__c","Screening Rule","reference",18,false,"[""vlocity_ins__ScreeningRule__c""]","vlocity_ins__ScreeningRuleId__r",false,false,,"[]",false
"vlocity_ins__RuleProperty__c","Screening Rule Property","vlocity_ins__DefaultValue__c","Default Value","string",255,true,"[]",,false,true,"A static value which will be compared to the values on all incoming Applications during the screening process.","[]",false
"vlocity_ins__RuleProperty__c","Screening Rule Property","vlocity_ins__PropertyType__c","Property Type","picklist",255,true,"[]",,false,true,,"[""Boolean"",""Date"",""Datetime"",""Decimal"",""Double"",""ID"",""Integer"",""List<Boolean>"",""List<String>"",""Long"",""Object"",""String"",""Map<String, String>"",""Map<String, Boolean>"",""List<Decimal>""]",false
"vlocity_ins__RuleVariable__ChangeEvent","Change Event: Vlocity Rule Variable","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__ChangeEvent","Change Event: Vlocity Rule Variable","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__ChangeEvent","Change Event: Vlocity Rule Variable","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__ChangeEvent","Change Event: Vlocity Rule Variable","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__ChangeEvent","Change Event: Vlocity Rule Variable","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__ChangeEvent","Change Event: Vlocity Rule Variable","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__ChangeEvent","Change Event: Vlocity Rule Variable","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__ChangeEvent","Change Event: Vlocity Rule Variable","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__ChangeEvent","Change Event: Vlocity Rule Variable","vlocity_ins__RuleId__c","Rule","reference",18,true,"[""vlocity_ins__Rule__c""]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__ChangeEvent","Change Event: Vlocity Rule Variable","vlocity_ins__EntityFilterId__c","Entity Filter","reference",18,true,"[""vlocity_ins__EntityFilter__c""]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__ChangeEvent","Change Event: Vlocity Rule Variable","vlocity_ins__FieldName__c","Field Name to Assign","string",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__ChangeEvent","Change Event: Vlocity Rule Variable","vlocity_ins__ObjectIdentifier__c","Object Identifier","string",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__ChangeEvent","Change Event: Vlocity Rule Variable","vlocity_ins__ObjectPath__c","Object Path","string",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__ChangeEvent","Change Event: Vlocity Rule Variable","vlocity_ins__Type__c","Type","picklist",255,true,"[]",,false,false,,"[""List<Sobject>"",""List<String>"",""List<Id>"",""Sobject"",""String"",""Id""]",false
"vlocity_ins__RuleVariable__c","Vlocity Rule Variable","Id","Record ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__c","Vlocity Rule Variable","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__c","Vlocity Rule Variable","Name","Variable Name","string",80,true,"[]",,false,true,,"[]",false
"vlocity_ins__RuleVariable__c","Vlocity Rule Variable","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__c","Vlocity Rule Variable","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__RuleVariable__c","Vlocity Rule Variable","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__c","Vlocity Rule Variable","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__RuleVariable__c","Vlocity Rule Variable","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__RuleVariable__c","Vlocity Rule Variable","vlocity_ins__RuleId__c","Rule","reference",18,false,"[""vlocity_ins__Rule__c""]","vlocity_ins__RuleId__r",false,false,,"[]",false
"vlocity_ins__RuleVariable__c","Vlocity Rule Variable","vlocity_ins__EntityFilterId__c","Entity Filter","reference",18,true,"[""vlocity_ins__EntityFilter__c""]","vlocity_ins__EntityFilterId__r",false,true,,"[]",false
"vlocity_ins__RuleVariable__c","Vlocity Rule Variable","vlocity_ins__FieldName__c","Field Name to Assign","string",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__RuleVariable__c","Vlocity Rule Variable","vlocity_ins__ObjectIdentifier__c","Object Identifier","string",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__RuleVariable__c","Vlocity Rule Variable","vlocity_ins__ObjectPath__c","Object Path","string",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__RuleVariable__c","Vlocity Rule Variable","vlocity_ins__Type__c","Type","picklist",255,true,"[]",,false,true,,"[""List<Sobject>"",""List<String>"",""List<Id>"",""Sobject"",""String"",""Id""]",false
"vlocity_ins__Rule__ChangeEvent","Change Event: Vlocity Rule","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__Rule__ChangeEvent","Change Event: Vlocity Rule","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__Rule__ChangeEvent","Change Event: Vlocity Rule","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__Rule__ChangeEvent","Change Event: Vlocity Rule","OwnerId","Owner ID","reference",18,true,"[""Group"",""User""]",,false,false,,"[]",false
"vlocity_ins__Rule__ChangeEvent","Change Event: Vlocity Rule","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__Rule__ChangeEvent","Change Event: Vlocity Rule","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__Rule__ChangeEvent","Change Event: Vlocity Rule","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__Rule__ChangeEvent","Change Event: Vlocity Rule","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__Rule__ChangeEvent","Change Event: Vlocity Rule","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__Rule__ChangeEvent","Change Event: Vlocity Rule","vlocity_ins__Description__c","Description","textarea",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__Rule__ChangeEvent","Change Event: Vlocity Rule","vlocity_ins__EffectiveDate__c","Effective Date","date",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__Rule__ChangeEvent","Change Event: Vlocity Rule","vlocity_ins__EndDate__c","End Date","date",0,true,"[]",,false,false,,"[]",false
